,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
7419,DRC49,8.67,Low Fat,0.065424208,Soft Drinks,145.8,OUT035,2004,Small,Tier1,Supermarket Type1,2444.8176,13.8
7420,FDU19,8.77,Regular,0.046866331,Fruits and Vegetables,170.5,OUT045,2002,,,Supermarket Type1,1551.9798,12.7
7421,FDU43,19.35,Regular,0.0,Fruits and Vegetables,238.7,OUT013,1987,High,Tier 3,Supermarket Type1,3575.346,14.5
7422,FDA50,16.25,Low Fat,0.087102593,Dairy,96.0,OUT013,1987,High,Tier 3,Supermarket Type1,868.869,14.5
7423,NCM29,11.5,Low Fat,0.01774202,Health and Hygiene,129.7,OUT017,2007,,,Supermarket Type1,1836.2764,13.6
7424,FDQ13,11.1,Low Fat,0.010632752,Canned,82.6,OUT013,1987,High,Tier 3,Supermarket Type1,1510.0344,13.9
7425,FDB26,0.0,Regular,0.031116081,Canned,55.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,1544.656,14.7
7426,FDI21,5.59,Regular,0.05671761,Snack Foods,62.9,OUT045,2002,,,Supermarket Type1,1406.1696,12.8
7427,FDV25,0.0,Low Fat,0.079931185,Canned,219.7,OUT019,1985,Small,Tier1,Grocery Store,884.1824,14.0
7428,FDQ23,6.55,Low Fat,0.024505418,Breads,102.9,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,14.0
7429,FDJ41,6.85,Low Fat,0.03830192,Frozen Foods,261.3,OUT010,1998,,,Grocery Store,1046.6376,14.4
7430,NCO42,21.25,Low Fat,0.024693927,Household,144.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1749.7224,12.9
7431,FDQ13,0.0,Low Fat,0.010590075,Canned,84.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,3691.1952,13.9
7432,FDU47,12.8,Regular,0.190569038,Breads,138.8,OUT010,1998,,,Grocery Store,280.9676,8.1
7433,FDW57,8.31,Regular,0.0,Snack Foods,177.4,OUT046,1997,Small,Tier1,Supermarket Type1,3896.2616,14.6
7434,DRN47,12.1,Low Fat,0.016826748,Hard Drinks,179.2,OUT046,1997,Small,Tier1,Supermarket Type1,3056.022,12.8
7435,FDW28,0.0,Low Fat,0.088394115,Frozen Foods,194.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,5872.356,12.8
7436,NCN42,20.25,Low Fat,0.0,Household,145.6,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614,14.1
7437,FDR60,0.0,Low Fat,0.129783577,Baking Goods,78.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,1004.0264,12.7
7438,FDO09,0.0,Regular,0.0,Snack Foods,262.9,OUT019,1985,Small,Tier1,Grocery Store,788.973,14.0
7439,FDX45,16.75,Low Fat,0.0,Snack Foods,156.2,OUT046,1997,Small,Tier1,Supermarket Type1,2816.334,13.8
7440,FDH27,7.075,Low Fat,0.058465268,Dairy,145.3,OUT045,2002,,,Supermarket Type1,1869.5664,13.7
7441,FDO08,11.1,Regular,0.053765212,Fruits and Vegetables,163.2,OUT035,2004,Small,Tier1,Supermarket Type1,1808.9786,14.2
7442,FDG10,6.63,Regular,0.01098386,Snack Foods,55.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,343.5528,14.6
7443,FDZ40,8.935,Low Fat,0.040245222,Frozen Foods,54.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1348.245,14.6
7444,FDZ27,7.935,Low Fat,0.017253305,Dairy,51.4,OUT017,2007,,,Supermarket Type1,499.35,12.3
7445,FDZ46,7.485,Low Fat,0.069231189,Snack Foods,112.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1215.7508,13.6
7446,FDI46,9.5,Low Fat,0.074648119,Snack Foods,253.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,755.0172,13.4
7447,NCW53,18.35,Low Fat,0.030542489,Health and Hygiene,193.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,2693.8268,14.5
7448,FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,490.0288,13.2
7449,FDU07,11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,4231.8248,14.2
7450,NCQ05,11.395,Low Fat,0.0,Health and Hygiene,149.3,OUT017,2007,,,Supermarket Type1,2407.5328,12.8
7451,FDT16,9.895,Regular,0.048860587,Frozen Foods,260.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,4165.2448,14.7
7452,NCJ17,7.68,Low Fat,0.153419412,Health and Hygiene,86.4,OUT017,2007,,,Supermarket Type1,511.3344,14.3
7453,NCY29,13.65,Low Fat,0.077219509,Health and Hygiene,56.5,OUT035,2004,Small,Tier1,Supermarket Type1,509.337,14.7
7454,NCQ18,15.75,Low Fat,0.13504726,Household,98.6,OUT035,2004,Small,Tier1,Supermarket Type1,2496.75,14.6
7455,FDS02,10.195,Regular,0.146094132,Dairy,196.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,2926.191,14.4
7456,NCK31,10.895,Low Fat,0.027157955,Others,50.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,820.2656,14.5
7457,FDH60,0.0,Regular,0.080346058,Baking Goods,195.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,5499.508,14.5
7458,FDO19,17.7,Regular,0.016596645,Fruits and Vegetables,48.3,OUT046,1997,Small,Tier1,Supermarket Type1,777.6544,14.2
7459,DRF37,17.25,low fat,0.084316691,Soft Drinks,263.4,OUT035,2004,Small,Tier1,Supermarket Type1,6311.784,13.9
7460,FDN21,18.6,Low Fat,0.076791671,Snack Foods,161.0,OUT013,1987,High,Tier 3,Supermarket Type1,3705.8428,14.6
7461,FDM14,13.8,Low Fat,0.01326146,Canned,108.0,OUT035,2004,Small,Tier1,Supermarket Type1,759.6778,11.6
7462,FDO08,11.1,Regular,0.0,Fruits and Vegetables,165.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1973.4312,14.1
7463,FDS27,10.195,Regular,0.012528611,Meat,195.1,OUT017,2007,,,Supermarket Type1,3731.809,14.5
7464,DRM59,5.88,Low Fat,0.003597678,Hard Drinks,153.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,2922.1962,13.0
7465,NCO29,11.15,Low Fat,0.032438645,Health and Hygiene,163.1,OUT017,2007,,,Supermarket Type1,2302.3364,13.3
7466,FDC32,0.0,Low Fat,0.173527068,Fruits and Vegetables,92.0,OUT019,1985,Small,Tier1,Grocery Store,277.6386,14.6
7467,DRA12,11.6,Low Fat,0.041112694,Soft Drinks,142.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,850.8924,14.2
7468,FDI14,0.0,Low Fat,0.089243504,Canned,139.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,1976.0944,14.4
7469,DRG51,12.1,Low Fat,0.011539622,Dairy,163.6,OUT046,1997,Small,Tier1,Supermarket Type1,2302.3364,14.5
7470,FDR33,0.0,Low Fat,0.04690397,Snack Foods,110.7,OUT019,1985,Small,Tier1,Grocery Store,659.142,12.0
7471,FDS23,4.635,Low Fat,0.141686037,Breads,127.0,OUT017,2007,,,Supermarket Type1,1798.9916,14.6
7472,NCF43,8.51,Low Fat,0.052051256,Household,142.2,OUT045,2002,,,Supermarket Type1,2004.058,14.6
7473,DRN37,9.6,low fat,0.09627919,Soft Drinks,167.3,OUT035,2004,Small,Tier1,Supermarket Type1,1838.2738,12.3
7474,FDX57,17.25,Regular,0.047533568,Snack Foods,96.9,OUT017,2007,,,Supermarket Type1,1458.102,12.6
7475,NCC42,15.0,Low Fat,0.04499948,Health and Hygiene,140.5,OUT045,2002,,,Supermarket Type1,1685.8056,13.7
7476,FDS47,16.75,Low Fat,0.12888573,Breads,87.7,OUT046,1997,Small,Tier1,Supermarket Type1,1494.0552,12.9
7477,DRK35,8.365,Low Fat,0.120256303,Hard Drinks,39.3,OUT010,1998,,,Grocery Store,75.9012,13.3
7478,DRF37,,Low Fat,0.0,Soft Drinks,261.3,OUT019,1985,Small,Tier1,Grocery Store,788.973,14.1
7479,DRI23,18.85,Low Fat,0.137755834,Hard Drinks,161.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,3530.0716,14.5
7480,FDB28,6.615,Low Fat,0.093913607,Dairy,198.7,OUT017,2007,,,Supermarket Type1,1186.4556,14.0
7481,FDU50,5.75,Regular,0.075287081,Dairy,115.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,572.588,14.2
7482,FDD22,10.0,Low Fat,0.100055625,Snack Foods,113.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,3467.4864,14.1
7483,FDG04,13.1,Low Fat,0.006061565,Frozen Foods,189.0,OUT035,2004,Small,Tier1,Supermarket Type1,4303.0654,12.4
7484,FDM08,10.1,Regular,0.053667516,Fruits and Vegetables,223.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,671.1264,14.2
7485,FDI28,,Low Fat,0.026194237,Frozen Foods,79.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,1901.5248,13.6
7486,FDM57,11.65,Regular,0.076002991,Snack Foods,83.5,OUT045,2002,,,Supermarket Type1,503.3448,14.4
7487,NCS17,,Low Fat,0.080111611,Health and Hygiene,94.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,4065.3748,13.6
7488,FDX44,9.3,Low Fat,0.043141572,Fruits and Vegetables,90.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,1249.0408,9.8
7489,DRE03,19.6,Low Fat,0.024276035,Dairy,45.4,OUT045,2002,,,Supermarket Type1,614.5334,13.9
7490,FDT46,11.35,Low Fat,0.03093263,Snack Foods,51.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,607.2096,14.4
7491,FDW60,5.44,Regular,0.017096552,Baking Goods,178.1,OUT045,2002,,,Supermarket Type1,3175.866,12.7
7492,FDE44,14.65,Low Fat,0.172357491,Fruits and Vegetables,50.9,OUT017,2007,,,Supermarket Type1,788.3072,14.1
7493,FDT24,12.35,Regular,0.185824165,Baking Goods,78.5,OUT035,2004,Small,Tier1,Supermarket Type1,695.0952,11.0
7494,FDO20,12.85,Regular,0.152988295,Fruits and Vegetables,253.7,OUT017,2007,,,Supermarket Type1,2271.0438,14.1
7495,FDV47,17.1,Low Fat,0.0,Breads,85.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1860.2452,13.0
7496,FDZ26,11.6,reg,0.143897558,Dairy,240.6,OUT013,1987,High,Tier 3,Supermarket Type1,2868.2664,14.1
7497,FDK48,7.445,Low Fat,0.037845086,Baking Goods,75.5,OUT017,2007,,,Supermarket Type1,1956.1204,14.5
7498,FDX32,,Regular,0.1748389,Fruits and Vegetables,142.9,OUT019,1985,Small,Tier1,Grocery Store,433.4358,14.3
7499,FDE56,,Regular,0.278730642,Fruits and Vegetables,63.2,OUT019,1985,Small,Tier1,Grocery Store,247.6776,14.5
7500,DRJ01,6.135,low fat,0.115500999,Soft Drinks,161.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,644.4944,13.4
7501,FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.7,OUT010,1998,,,Grocery Store,98.5384,14.6
7502,NCN07,18.5,Low Fat,0.033938279,Others,132.5,OUT035,2004,Small,Tier1,Supermarket Type1,1318.284,14.5
7503,FDI28,14.3,Low Fat,0.026299797,Frozen Foods,79.4,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644,14.0
7504,NCO55,,Low Fat,0.159394437,Others,105.7,OUT019,1985,Small,Tier1,Grocery Store,214.3876,12.9
7505,FDP46,15.35,Low Fat,0.0,Snack Foods,88.3,OUT046,1997,Small,Tier1,Supermarket Type1,1797.66,13.7
7506,FDX26,17.7,Low Fat,0.0,Dairy,182.5,OUT013,1987,High,Tier 3,Supermarket Type1,2736.438,9.9
7507,FDD56,15.2,Regular,0.10377827,Fruits and Vegetables,175.6,OUT046,1997,Small,Tier1,Supermarket Type1,2451.4756,14.3
7508,FDP12,9.8,Regular,0.045522854,Baking Goods,35.1,OUT017,2007,,,Supermarket Type1,352.874,12.6
7509,FDT40,,Low Fat,0.095331433,Frozen Foods,125.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,2543.356,12.9
7510,FDV57,15.25,Regular,0.0,Snack Foods,179.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,3056.022,14.4
7511,FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.7,OUT017,2007,,,Supermarket Type1,3111.9492,12.0
7512,FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,121.0,OUT035,2004,Small,Tier1,Supermarket Type1,2082.6224,13.8
7513,FDV36,,Low Fat,0.026174636,Baking Goods,127.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,3415.554,13.2
7514,FDQ01,19.7,Regular,0.160671255,Canned,254.7,OUT035,2004,Small,Tier1,Supermarket Type1,3570.0196,14.6
7515,FDW46,13.0,Regular,0.070243155,Snack Foods,65.7,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904,14.0
7516,FDW19,,Regular,0.038313981,Fruits and Vegetables,110.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,4504.137,14.4
7517,FDY01,11.8,Regular,0.170548238,Canned,113.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1382.2008,14.2
7518,FDG60,20.35,Low Fat,0.060794097,Baking Goods,233.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,2577.9776,13.9
7519,FDL22,16.85,Low Fat,0.036446751,Snack Foods,90.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,996.0368,12.3
7520,DRK01,7.63,Low Fat,0.061188147,Soft Drinks,94.0,OUT045,2002,,,Supermarket Type1,1134.5232,13.6
7521,FDO12,15.75,Low Fat,0.054884821,Baking Goods,195.3,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,14.0
7522,FDX12,18.2,Regular,0.026064486,Baking Goods,241.8,OUT046,1997,Small,Tier1,Supermarket Type1,4097.3332,13.9
7523,FDR28,13.85,Regular,0.025936747,Frozen Foods,164.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,2609.936,11.5
7524,FDH57,10.895,LF,0.035949725,Fruits and Vegetables,132.9,OUT017,2007,,,Supermarket Type1,3295.71,12.2
7525,FDC04,15.6,Low Fat,0.045168898,Dairy,243.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,2175.1686,14.5
7526,NCI06,11.3,Low Fat,0.04767798,Household,181.5,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086,10.3
7527,NCY53,20.0,Low Fat,0.058812134,Health and Hygiene,111.7,OUT017,2007,,,Supermarket Type1,1565.9616,14.0
7528,FDR22,19.35,Regular,0.018667601,Snack Foods,113.0,OUT017,2007,,,Supermarket Type1,2908.2144,13.2
7529,FDM33,15.6,Low Fat,0.087646694,Snack Foods,221.6,OUT013,1987,High,Tier 3,Supermarket Type1,5509.495,14.1
7530,FDO57,,Low Fat,0.19033746,Snack Foods,159.5,OUT019,1985,Small,Tier1,Grocery Store,160.4578,14.0
7531,FDO56,10.195,Regular,0.045165796,Fruits and Vegetables,118.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1640.5312,14.4
7532,FDO58,,Low Fat,0.039385518,Snack Foods,164.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,2631.2416,14.2
7533,FDQ45,9.5,Regular,0.010914988,Snack Foods,183.9,OUT035,2004,Small,Tier1,Supermarket Type1,2572.6512,14.3
7534,FDO60,,Low Fat,0.034203092,Baking Goods,43.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,624.5204,14.6
7535,FDI34,10.65,reg,0.085268317,Snack Foods,229.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,3916.2356,12.9
7536,FDJ26,,Regular,0.084354713,Canned,215.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,4915.6014,12.9
7537,FDV08,7.35,Low Fat,0.028571132,Fruits and Vegetables,40.8,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356,14.3
7538,DRD60,15.7,LF,0.037383778,Soft Drinks,179.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1817.634,14.5
7539,FDX20,,Low Fat,0.042354152,Fruits and Vegetables,227.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,7017.532,14.3
7540,FDG59,15.85,Low Fat,0.043410693,Starchy Foods,39.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,154.4656,14.1
7541,FDN58,13.8,Regular,0.056872392,Snack Foods,231.2,OUT046,1997,Small,Tier1,Supermarket Type1,5097.3648,14.4
7542,FDV48,9.195,Regular,0.051573903,Baking Goods,79.9,OUT013,1987,High,Tier 3,Supermarket Type1,785.644,14.6
7543,FDA15,9.3,LF,0.016113019,Dairy,248.8,OUT017,2007,,,Supermarket Type1,5976.2208,12.4
7544,FDI19,15.1,Low Fat,0.052295514,Meat,243.0,OUT013,1987,High,Tier 3,Supermarket Type1,4847.024,14.1
7545,FDX19,19.1,Low Fat,0.097127867,Fruits and Vegetables,234.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1635.8706,14.3
7546,FDO52,11.6,Regular,0.077284566,Frozen Foods,172.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,4277.765,12.6
7547,NCO05,7.27,Low Fat,0.046653872,Health and Hygiene,98.6,OUT045,2002,,,Supermarket Type1,1970.768,14.6
7548,NCP17,19.35,Low Fat,0.02775746,Health and Hygiene,62.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,1534.0032,14.2
7549,FDK56,9.695,Low Fat,0.0,Fruits and Vegetables,186.8,OUT010,1998,,,Grocery Store,561.2694,14.6
7550,NCG43,20.2,Low Fat,0.0,Household,94.1,OUT046,1997,Small,Tier1,Supermarket Type1,832.9158,12.9
7551,DRM59,,LF,0.003574698,Hard Drinks,154.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,3229.7958,10.7
7552,FDA47,10.5,Regular,0.11733375,Baking Goods,164.1,OUT017,2007,,,Supermarket Type1,2773.057,13.7
7553,FDY20,12.5,Regular,0.081684728,Fruits and Vegetables,92.3,OUT013,1987,High,Tier 3,Supermarket Type1,1177.1344,13.4
7554,FDZ22,0.0,Low Fat,0.079261744,Snack Foods,81.8,OUT019,1985,Small,Tier1,Grocery Store,83.225,14.7
7555,FDB52,17.75,Low Fat,0.030410273,Dairy,256.1,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376,12.9
7556,NCS29,9.0,Low Fat,0.069938838,Health and Hygiene,264.9,OUT017,2007,,,Supermarket Type1,2914.8724,14.5
7557,DRC12,17.85,Low Fat,0.037885683,Soft Drinks,190.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,952.094,14.3
7558,FDP13,0.0,Regular,0.235183205,Canned,41.5,OUT019,1985,Small,Tier1,Grocery Store,79.896,13.6
7559,DRF23,4.61,Low Fat,0.123151947,Hard Drinks,175.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,2093.2752,12.1
7560,FDB56,8.75,Regular,0.074565098,Fruits and Vegetables,186.9,OUT013,1987,High,Tier 3,Supermarket Type1,7322.4684,13.2
7561,FDQ47,7.155,Regular,0.169137707,Breads,35.3,OUT017,2007,,,Supermarket Type1,388.1614,13.3
7562,FDY39,0.0,Regular,0.0,Meat,182.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,7717.9536,14.0
7563,FDY36,12.3,Low Fat,0.009429612,Baking Goods,71.3,OUT045,2002,,,Supermarket Type1,1098.57,14.5
7564,NCM17,7.93,Low Fat,0.071076672,Health and Hygiene,44.9,OUT013,1987,High,Tier 3,Supermarket Type1,802.9548,13.9
7565,DRN35,8.01,Low Fat,0.070234306,Hard Drinks,35.0,OUT035,2004,Small,Tier1,Supermarket Type1,539.298,13.6
7566,FDK22,9.8,Low Fat,0.043663452,Snack Foods,217.2,OUT010,1998,,,Grocery Store,432.77,12.6
7567,FDI07,0.0,Regular,0.059110912,Meat,199.3,OUT019,1985,Small,Tier1,Grocery Store,395.4852,13.4
7568,DRK37,5.0,LF,0.0,Soft Drinks,190.5,OUT010,1998,,,Grocery Store,379.506,12.4
7569,NCP05,19.6,Low Fat,0.042324556,Health and Hygiene,150.9,OUT010,1998,,,Grocery Store,303.6048,14.2
7570,NCD42,16.5,Low Fat,0.012657494,Health and Hygiene,36.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,872.8638,14.1
7571,FDW11,12.6,low fat,0.048857925,Breads,61.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,1052.6298,12.6
7572,FDI14,14.1,Low Fat,0.090185027,Canned,140.2,OUT017,2007,,,Supermarket Type1,2681.8424,13.3
7573,NCY42,6.38,Low Fat,0.015186146,Household,144.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,3435.528,14.1
7574,FDV26,20.25,Regular,0.0,Dairy,194.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,4291.7468,14.0
7575,FDX15,0.0,Low Fat,0.155541973,Meat,159.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,641.8312,14.2
7576,NCG07,12.3,Low Fat,0.052502049,Household,190.9,OUT046,1997,Small,Tier1,Supermarket Type1,4364.319,14.1
7577,FDC44,15.6,Low Fat,0.172596885,Fruits and Vegetables,114.9,OUT046,1997,Small,Tier1,Supermarket Type1,2163.1842,13.7
7578,FDC47,15.0,Low Fat,0.118868155,Snack Foods,229.5,OUT035,2004,Small,Tier1,Supermarket Type1,5937.6044,14.5
7579,NCK53,11.6,Low Fat,0.037639672,Health and Hygiene,98.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1388.8588,11.4
7580,FDY49,0.0,Regular,0.021031586,Canned,164.7,OUT019,1985,Small,Tier1,Grocery Store,495.3552,12.8
7581,NCM07,0.0,Low Fat,0.069968018,Others,84.0,OUT019,1985,Small,Tier1,Grocery Store,167.7816,14.5
7582,FDR47,17.85,Low Fat,0.087963415,Breads,193.4,OUT017,2007,,,Supermarket Type1,4291.7468,13.7
7583,FDS59,14.8,Regular,0.043885147,Breads,108.8,OUT035,2004,Small,Tier1,Supermarket Type1,1867.569,13.7
7584,DRK47,7.905,Low Fat,0.064163983,Hard Drinks,230.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,4567.388,14.7
7585,FDZ27,0.0,Low Fat,0.0,Dairy,51.2,OUT019,1985,Small,Tier1,Grocery Store,49.935,13.6
7586,FDE36,0.0,Regular,0.0,Baking Goods,165.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,5404.9644,14.5
7587,FDM51,11.8,Regular,0.02592132,Meat,102.0,OUT035,2004,Small,Tier1,Supermarket Type1,1731.7458,13.6
7588,FDY48,14.0,Low Fat,0.023734872,Baking Goods,103.2,OUT046,1997,Small,Tier1,Supermarket Type1,1845.5976,13.6
7589,FDA35,14.85,Regular,0.053921264,Baking Goods,123.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,1960.1152,14.0
7590,NCL31,7.39,Low Fat,0.120770963,Others,143.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,2290.352,13.6
7591,FDC47,15.0,Low Fat,0.118791698,Snack Foods,230.0,OUT013,1987,High,Tier 3,Supermarket Type1,4339.0186,14.2
7592,FDI26,0.0,Low Fat,0.034717799,Canned,179.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,6066.7696,14.1
7593,FDQ16,19.7,LF,0.041823046,Frozen Foods,108.1,OUT045,2002,,,Supermarket Type1,1965.4416,13.8
7594,FDK15,10.8,Low Fat,0.164724567,Meat,98.4,OUT010,1998,,,Grocery Store,99.2042,13.0
7595,NCO53,0.0,Low Fat,0.174336148,Health and Hygiene,184.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,6431.628,14.3
7596,FDG12,0.0,Regular,0.006295472,Baking Goods,122.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,3735.8038,14.4
7597,FDU28,0.0,Regular,0.093463546,Frozen Foods,189.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,2261.0568,9.8
7598,FDI20,0.0,Low Fat,0.067520165,Fruits and Vegetables,211.4,OUT019,1985,Small,Tier1,Grocery Store,422.1172,14.2
7599,DRN37,9.6,Low Fat,0.161182103,Soft Drinks,165.3,OUT010,1998,,,Grocery Store,334.2316,14.6
7600,FDD28,10.695,Low Fat,0.053296868,Frozen Foods,59.7,OUT046,1997,Small,Tier1,Supermarket Type1,937.4464,9.4
7601,FDP31,21.1,Regular,0.161474419,Fruits and Vegetables,62.9,OUT035,2004,Small,Tier1,Supermarket Type1,1086.5856,12.9
7602,DRD27,0.0,Low Fat,0.041740624,Dairy,98.3,OUT019,1985,Small,Tier1,Grocery Store,198.4084,14.8
7603,DRF01,0.0,Low Fat,0.306542848,Soft Drinks,147.3,OUT019,1985,Small,Tier1,Grocery Store,291.6204,14.3
7604,DRD25,6.135,LF,0.079293753,Soft Drinks,111.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2263.72,14.8
7605,FDD53,16.2,Low Fat,0.044472637,Frozen Foods,43.3,OUT017,2007,,,Supermarket Type1,922.7988,14.4
7606,FDQ24,15.7,Low Fat,0.073816097,Baking Goods,253.5,OUT045,2002,,,Supermarket Type1,2013.3792,10.9
7607,FDY49,17.2,Regular,0.012080016,Canned,164.4,OUT017,2007,,,Supermarket Type1,2641.8944,14.5
7608,NCP18,12.15,Low Fat,0.02859825,Household,150.5,OUT046,1997,Small,Tier1,Supermarket Type1,2257.062,13.1
7609,FDT07,,Regular,0.076944658,Fruits and Vegetables,257.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,7433.657,14.7
7610,FDG46,8.63,Regular,0.055084019,Snack Foods,114.8,OUT010,1998,,,Grocery Store,455.4072,14.1
7611,FDH50,15.0,Regular,0.162093059,Canned,182.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1290.9862,14.6
7612,FDS40,,Low Fat,0.024546148,Frozen Foods,34.6,OUT019,1985,Small,Tier1,Grocery Store,36.619,14.5
7613,FDZ60,,Low Fat,0.118783796,Baking Goods,108.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,1725.7536,13.8
7614,FDG38,8.975,Regular,0.052836076,Canned,86.6,OUT045,2002,,,Supermarket Type1,1619.2256,13.4
7615,FDG31,12.15,Low Fat,0.037889224,Meat,64.8,OUT035,2004,Small,Tier1,Supermarket Type1,904.1564,14.4
7616,FDS39,6.895,Low Fat,0.022587621,Meat,143.8,OUT017,2007,,,Supermarket Type1,1994.7368,14.3
7617,FDL22,,Low Fat,0.036213953,Snack Foods,92.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,2625.9152,14.6
7618,FDQ20,8.325,Low Fat,0.029779207,Fruits and Vegetables,39.3,OUT035,2004,Small,Tier1,Supermarket Type1,974.7312,14.3
7619,DRB24,8.785,Low Fat,0.020693619,Soft Drinks,153.2,OUT017,2007,,,Supermarket Type1,1853.5872,11.4
7620,DRI51,,Low Fat,0.042037073,Dairy,172.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,6183.9504,14.3
7621,FDJ60,19.35,Regular,0.062516602,Baking Goods,163.9,OUT035,2004,Small,Tier1,Supermarket Type1,3137.2496,13.8
7622,FDB40,17.5,Regular,0.012620221,Dairy,144.8,OUT010,1998,,,Grocery Store,291.6204,14.1
7623,FDO15,16.75,Regular,0.008615,Meat,72.4,OUT017,2007,,,Supermarket Type1,739.038,14.1
7624,FDI53,8.895,Regular,0.137618927,Frozen Foods,161.5,OUT035,2004,Small,Tier1,Supermarket Type1,1772.3596,13.1
7625,FDZ14,7.71,Regular,0.047588696,Dairy,122.5,OUT046,1997,Small,Tier1,Supermarket Type1,605.878,14.1
